# GENERATED by hc-conformance --write-coverage-traceability. One row per (element, attribute,
# fixture) triple InterfaceInventoryLedger marks present -- i.e. one severance run per place the
# interface actually shows up. Presence (interface-inventory.tsv) only means the attribute
# resolves to a real IDREF somewhere; it says nothing about whether the interface DOES anything.
# This ledger answers that by emptying the attribute out of every occurrence in the fixture and
# re-parsing every word against the mutant, exactly as CounterfactualLedger does for a unit
# surface. verdict is CounterfactualVerdict: only Evidenced is a word-level witness;
# RequiredByLoader/RequiredByDtd mean severing it made the grammar fail to load (a real but weaker
# signal -- no word was ever reached); Unobservable means the interface is present but INERT in
# this fixture -- every word parsed identically with it severed. Absent fields are "-".
element	attribute	fixture	verdict	mutation	delta	example_word	example_outcome	counterexample_kind	counterexample_outcome
SimpleContext	naturalClass	edge-cases/free-fluctuating-allomorph-pair	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	pol	ok::ALT|pol	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/loader-default-symbol	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	bat	ok::|bat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/loader-isactive-breadth	RequiredByDtd	removed naturalClass from 8 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/metathesis-comparison-crash	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	ti	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/morphotactic-attribute-breadth	RequiredByDtd	removed naturalClass from 18 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	topdori	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/mpr-gated-exception	RequiredByDtd	removed naturalClass from 10 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	tulik	ok::TULIK|tulik	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/mpr-group-overwrite-without-realizational	RequiredByDtd	removed naturalClass from 3 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	dof	ok::DOF|dof	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/mpr-overwrite-order-dependence	RequiredByDtd	removed naturalClass from 6 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	dabo	ok::DABO|dabo	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/process-morphology-in-place-mutation	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	i	ok::ROOT|i	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/rewrite-analysis-feature-neutralization	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	d	ok::ROOT1|b;ROOT2|d	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/right-to-left-anchor-environment	RequiredByDtd	removed naturalClass from 3 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	aae	ok::ROOT1|aae	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/simultaneous-epenthesis-cascade	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	bubu	threw::InfiniteLoopException	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/stem-name-restricted-root-allomorph	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	tam	ok::ROOT|tam	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/strrep-identity	RequiredByDtd	removed naturalClass from 6 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	pat	ok::+|[(^0)∅]?+?pat;|pat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/subrule-morphosyntactic-gating	RequiredByDtd	removed naturalClass from 3 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	pat	ok::ROOT1|pat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/synthesis-stratum-render-stale-table	RequiredByDtd	removed naturalClass from 2 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	j	ok::ROOTCROSS|	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	edge-cases/truncate-morphotactic	RequiredByDtd	removed naturalClass from 4 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	sag	ok::|sag	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/fusional-realizational-morphology	RequiredByDtd	removed naturalClass from 31 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	mun	ok::STEM|mun	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/metathesis-phase-isolation	RequiredByDtd	removed naturalClass from 21 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	idil	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/polysynthetic-stratal-derivation-chain	RequiredByDtd	removed naturalClass from 22 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	nuna	ok::NUNA|nuna	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/prefixal-discontinuous-slot-dependency	RequiredByDtd	removed naturalClass from 8 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	shiyidkal	ok::SBJ+PRF+CLF+KAL|shiyidkal	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/suffixing-evidential-adjacency-chain	RequiredByDtd	removed naturalClass from 15 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	tupay	ok::TUPA+1SG|tupay;TUPA2+1SG|tupay	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/suffixing-extension-slot-ordering	RequiredByDtd	removed naturalClass from 27 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	mbe	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/suffixing-vowel-harmony	RequiredByDtd	removed naturalClass from 29 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	semitide	ok::SEMIT+PAST|semitide	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
SimpleContext	naturalClass	languages/templatic-root-modification	RequiredByDtd	removed naturalClass from 25 <SimpleContext> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...	katab	ok::KTB|katab	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'naturalCla...
Slot	morphologicalRules	edge-cases/deep-optional-affix-nesting	RequiredByDtd	removed morphologicalRules from 12 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	k	ok::K|k	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	edge-cases/diacritic-segments	RequiredByDtd	removed morphologicalRules from 1 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	año	ok::YEAR|año	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	edge-cases/loader-isactive-breadth	RequiredByDtd	removed morphologicalRules from 6 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	edge-cases/morphotactic-attribute-breadth	RequiredByDtd	removed morphologicalRules from 13 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	topdori	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	languages/prefixal-discontinuous-slot-dependency	RequiredByDtd	removed morphologicalRules from 6 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	shiyidkal	ok::SBJ+PRF+CLF+KAL|shiyidkal	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	languages/suffixing-evidential-adjacency-chain	RequiredByDtd	removed morphologicalRules from 3 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	tupay	ok::TUPA+1SG|tupay;TUPA2+1SG|tupay	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	languages/suffixing-extension-slot-ordering	RequiredByDtd	removed morphologicalRules from 3 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	mbe	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
Slot	morphologicalRules	languages/suffixing-vowel-harmony	RequiredByDtd	removed morphologicalRules from 2 <Slot> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...	semitide	ok::SEMIT+PAST|semitide	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'morphologi...
StemName	partsOfSpeech	edge-cases/stem-name-restricted-root-allomorph	RequiredByDtd	removed partsOfSpeech from 1 <StemName> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...	tam	ok::ROOT|tam	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...
StemName	partsOfSpeech	languages/fusional-realizational-morphology	RequiredByDtd	removed partsOfSpeech from 2 <StemName> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...	mun	ok::STEM|mun	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...
StemName	partsOfSpeech	languages/suffixing-extension-slot-ordering	RequiredByDtd	removed partsOfSpeech from 1 <StemName> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...	mbe	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...
StemName	partsOfSpeech	languages/templatic-root-modification	RequiredByDtd	removed partsOfSpeech from 2 <StemName> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...	katab	ok::KTB|katab	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'partsOfSpe...
Stratum	characterDefinitionTable	edge-cases/alpha-variable-name-collision	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	au	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/bistratal-overlapping-segment-representation	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	des	ok::ROOT3|des	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/compounding-breadth	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	ka	ok::KA|ka	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/cross-table-root-respelling	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	t	ok::ROOT1|m;ROOT3|t	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/deep-optional-affix-nesting	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	k	ok::K|k	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/diacritic-segments	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	año	ok::YEAR|año	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/disjunctive-recheck	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	wak	ok::|wak	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/feature-gating-breadth	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	kal	ok::KAL|kal	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/feature-system-breadth	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	ik	ok::AK|ik	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/free-fluctuating-allomorph-pair	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	pol	ok::ALT|pol	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/loader-default-symbol	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	bat	ok::|bat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/loader-isactive	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	kat	ok::|kat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/loader-isactive-breadth	RequiredByDtd	removed characterDefinitionTable from 4 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	kul	ok::KUL|kul	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/loader-pattern-shapes	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	bat	ok::|b[ae]t	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/metathesis-comparison-crash	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	ti	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/morphotactic-attribute-breadth	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	topdori	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/mpr-gated-exception	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	tulik	ok::TULIK|tulik	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/mpr-group-overwrite-without-realizational	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	dof	ok::DOF|dof	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/mpr-overwrite-order-dependence	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	dabo	ok::DABO|dabo	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/process-morphology-in-place-mutation	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	i	ok::ROOT|i	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/rewrite-analysis-feature-neutralization	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	d	ok::ROOT1|b;ROOT2|d	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/right-to-left-anchor-environment	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	aae	ok::ROOT1|aae	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/simultaneous-epenthesis-cascade	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	bubu	threw::InfiniteLoopException	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/stem-name-restricted-root-allomorph	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	tam	ok::ROOT|tam	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/strrep-identity	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	pat	ok::+|[(^0)∅]?+?pat;|pat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/subrule-morphosyntactic-gating	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	pat	ok::ROOT1|pat	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/synthesis-stratum-render-stale-table	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	j	ok::ROOTCROSS|	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	edge-cases/truncate-morphotactic	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	sag	ok::|sag	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/fusional-realizational-morphology	RequiredByDtd	removed characterDefinitionTable from 2 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	mun	ok::STEM|mun	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/metathesis-phase-isolation	RequiredByDtd	removed characterDefinitionTable from 3 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	idil	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/polysynthetic-stratal-derivation-chain	RequiredByDtd	removed characterDefinitionTable from 3 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	nuna	ok::NUNA|nuna	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/prefixal-discontinuous-slot-dependency	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	shiyidkal	ok::SBJ+PRF+CLF+KAL|shiyidkal	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/suffixing-evidential-adjacency-chain	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	tupay	ok::TUPA+1SG|tupay;TUPA2+1SG|tupay	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/suffixing-extension-slot-ordering	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	mbe	ok::-	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/suffixing-vowel-harmony	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	semitide	ok::SEMIT+PAST|semitide	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
Stratum	characterDefinitionTable	languages/templatic-root-modification	RequiredByDtd	removed characterDefinitionTable from 1 <Stratum> element(s)	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...	katab	ok::KTB|katab	LoadFailure	InvalidOperationException: Unhandled exception. System.Xml.Schema.XmlSchemaException: The required attribute 'characterD...
